group,variable,value
FPI,WIM,0
FPI,JAD,0
FPI,CE,0
FPI,PPI,0
FPI,LT,0
FPI,ISIL,0
FPI,JIE,0
Dayak,Ninjas,0
Dayak,FRETILN,0
Dayak,HKBP,0
Dayak,ETE,0
Dayak,ETY,0
Dayak,GAM,1
Dayak,PIE,0
Dayak,OPM,1
Dayak,FALINTIL,0
Dayak,NCMR,0
Dayak,Irianese,0
Dayak,Mob,0
Dayak,Opposition,0
Dayak,Youth,0
Dayak,MM,0
Dayak,Timorese S,0
Dayak,MY,0
Dayak,Timorese C,0
Dayak,Muslims,0
Dayak,Timorese G,0
Dayak,PP,0
Dayak,Aitarak,0
Dayak,BMPM,0
Dayak,AIE,0
Dayak,PDR,0
Dayak,Separatists,0
Dayak,Mahidi,0
Dayak,JI,0
Dayak,Militia,0
Dayak,Gunmen,1
Dayak,KAK,0
Dayak,ME,0
Dayak,FPI,0
Dayak,Villagers,0
Dayak,Mujahedin K,0
Dayak,Laskar Jihad,0
Dayak,Extremists,0
Dayak,Mujahidin A,0
Dayak,AGAP,0
Dayak,JAT,0
Dayak,MIT,0
Dayak,WIM,0
Dayak,JAD,0
Dayak,CE,0
Dayak,PPI,0
Dayak,LT,0
Dayak,ISIL,0
Dayak,JIE,0
Villagers,Ninjas,0
Villagers,FRETILN,0
Villagers,HKBP,0
Villagers,ETE,0
Villagers,ETY,0
Villagers,GAM,1
Villagers,PIE,0
Villagers,OPM,0
Villagers,FALINTIL,0
Villagers,NCMR,0
Villagers,Irianese,0
Villagers,Mob,0
Villagers,Opposition,0
Villagers,Youth,0
Villagers,MM,0
Villagers,Timorese S,0
Villagers,MY,0
Villagers,Timorese C,0
Villagers,Muslims,0
Villagers,Timorese G,0
Villagers,PP,0
Villagers,Aitarak,0
Villagers,BMPM,0
Villagers,AIE,0
Villagers,PDR,0
Villagers,Separatists,0
Villagers,Mahidi,0
Villagers,JI,0
Villagers,Militia,0
Villagers,Gunmen,0
Villagers,KAK,0
Villagers,ME,0
Villagers,FPI,0
Villagers,Dayak,0
Villagers,Mujahedin K,1
Villagers,Laskar Jihad,1
Villagers,Extremists,0
Villagers,Mujahidin A,0
Villagers,AGAP,0
Villagers,JAT,0
Villagers,MIT,0
Villagers,WIM,0
Villagers,JAD,0
Villagers,CE,0
Villagers,PPI,0
Villagers,LT,0
Villagers,ISIL,0
Villagers,JIE,0
Mujahedin K,Ninjas,0
Mujahedin K,FRETILN,0
Mujahedin K,HKBP,0
Mujahedin K,ETE,0
Mujahedin K,ETY,0
Mujahedin K,GAM,1
Mujahedin K,PIE,0
Mujahedin K,OPM,0
Mujahedin K,FALINTIL,0
Mujahedin K,NCMR,0
Mujahedin K,Irianese,0
Mujahedin K,Mob,0
Mujahedin K,Opposition,0
Mujahedin K,Youth,0
Mujahedin K,MM,0
Mujahedin K,Timorese S,0
Mujahedin K,MY,0
Mujahedin K,Timorese C,0
Mujahedin K,Muslims,0
Mujahedin K,Timorese G,0
Mujahedin K,PP,0
Mujahedin K,Aitarak,0
Mujahedin K,BMPM,0
Mujahedin K,AIE,0
Mujahedin K,PDR,0
Mujahedin K,Separatists,0
Mujahedin K,Mahidi,0
Mujahedin K,JI,0
Mujahedin K,Militia,0
Mujahedin K,Gunmen,0
Mujahedin K,KAK,0
Mujahedin K,ME,0
Mujahedin K,FPI,0
Mujahedin K,Dayak,0
Mujahedin K,Villagers,1
Mujahedin K,Laskar Jihad,1
Mujahedin K,Extremists,0
Mujahedin K,Mujahidin A,0
Mujahedin K,AGAP,0
Mujahedin K,JAT,0
Mujahedin K,MIT,0
Mujahedin K,WIM,0
Mujahedin K,JAD,0
Mujahedin K,CE,0
Mujahedin K,PPI,0
Mujahedin K,LT,0
Mujahedin K,ISIL,0
Mujahedin K,JIE,0
Laskar Jihad,Ninjas,0
Laskar Jihad,FRETILN,0
Laskar Jihad,HKBP,0
Laskar Jihad,ETE,0
Laskar Jihad,ETY,0
Laskar Jihad,GAM,2
Laskar Jihad,PIE,0
Laskar Jihad,OPM,0
Laskar Jihad,FALINTIL,0
Laskar Jihad,NCMR,0
Laskar Jihad,Irianese,0
Laskar Jihad,Mob,0
Laskar Jihad,Opposition,0
Laskar Jihad,Youth,0
Laskar Jihad,MM,0
Laskar Jihad,Timorese S,0
Laskar Jihad,MY,0
Laskar Jihad,Timorese C,0
Laskar Jihad,Muslims,0
Laskar Jihad,Timorese G,0
Laskar Jihad,PP,0
Laskar Jihad,Aitarak,0
Laskar Jihad,BMPM,0
Laskar Jihad,AIE,0
Laskar Jihad,PDR,0
Laskar Jihad,Separatists,0
Laskar Jihad,Mahidi,0
Laskar Jihad,JI,0
Laskar Jihad,Militia,0
Laskar Jihad,Gunmen,0
Laskar Jihad,KAK,0
Laskar Jihad,ME,1
Laskar Jihad,FPI,0
Laskar Jihad,Dayak,0
Laskar Jihad,Villagers,1
Laskar Jihad,Mujahedin K,1
Laskar Jihad,Extremists,0
Laskar Jihad,Mujahidin A,0
Laskar Jihad,AGAP,0
Laskar Jihad,JAT,0
Laskar Jihad,MIT,0
Laskar Jihad,WIM,0
Laskar Jihad,JAD,0
Laskar Jihad,CE,0
Laskar Jihad,PPI,0
Laskar Jihad,LT,0
Laskar Jihad,ISIL,0
Laskar Jihad,JIE,0
Extremists,Ninjas,0
Extremists,FRETILN,0
Extremists,HKBP,0
Extremists,ETE,0
Extremists,ETY,0
Extremists,GAM,1
Extremists,PIE,0
Extremists,OPM,0
Extremists,FALINTIL,0
Extremists,NCMR,0
Extremists,Irianese,0
Extremists,Mob,0
Extremists,Opposition,0
Extremists,Youth,0
Extremists,MM,0
Extremists,Timorese S,0
Extremists,MY,0
Extremists,Timorese C,0
Extremists,Muslims,0
Extremists,Timorese G,0
Extremists,PP,0
Extremists,Aitarak,0
Extremists,BMPM,0
Extremists,AIE,0
Extremists,PDR,0
Extremists,Separatists,0
Extremists,Mahidi,0
Extremists,JI,1
Extremists,Militia,0
Extremists,Gunmen,0
Extremists,KAK,0
Extremists,ME,0
Extremists,FPI,0
Extremists,Dayak,0
Extremists,Villagers,0
Extremists,Mujahedin K,0
Extremists,Laskar Jihad,0
Extremists,Mujahidin A,0
Extremists,AGAP,0
Extremists,JAT,0
Extremists,MIT,0
Extremists,WIM,0
Extremists,JAD,0
Extremists,CE,0
Extremists,PPI,0
Extremists,LT,0
Extremists,ISIL,0
Extremists,JIE,0
Mujahidin A,Ninjas,0
Mujahidin A,FRETILN,0
Mujahidin A,HKBP,0
Mujahidin A,ETE,0
Mujahidin A,ETY,0
Mujahidin A,GAM,0
Mujahidin A,PIE,0
Mujahidin A,OPM,0
Mujahidin A,FALINTIL,0
Mujahidin A,NCMR,0
Mujahidin A,Irianese,0
Mujahidin A,Mob,0
Mujahidin A,Opposition,0
Mujahidin A,Youth,0
Mujahidin A,MM,0
Mujahidin A,Timorese S,0
Mujahidin A,MY,0
Mujahidin A,Timorese C,0
Mujahidin A,Muslims,0
Mujahidin A,Timorese G,0
Mujahidin A,PP,0
Mujahidin A,Aitarak,0
Mujahidin A,BMPM,0
Mujahidin A,AIE,0
Mujahidin A,PDR,0
Mujahidin A,Separatists,0
Mujahidin A,Mahidi,0
Mujahidin A,JI,0
Mujahidin A,Militia,0
Mujahidin A,Gunmen,0
Mujahidin A,KAK,0
Mujahidin A,ME,0
Mujahidin A,FPI,0
Mujahidin A,Dayak,0
Mujahidin A,Villagers,0
Mujahidin A,Mujahedin K,0
Mujahidin A,Laskar Jihad,0
Mujahidin A,Extremists,0
Mujahidin A,AGAP,0
Mujahidin A,JAT,0
Mujahidin A,MIT,0
Mujahidin A,WIM,0
Mujahidin A,JAD,0
Mujahidin A,CE,0
Mujahidin A,PPI,0
Mujahidin A,LT,0
Mujahidin A,ISIL,0
Mujahidin A,JIE,0
AGAP,Ninjas,0
AGAP,FRETILN,0
AGAP,HKBP,0
AGAP,ETE,0
AGAP,ETY,0
AGAP,GAM,0
AGAP,PIE,0
AGAP,OPM,0
AGAP,FALINTIL,0
AGAP,NCMR,0
AGAP,Irianese,0
AGAP,Mob,0
AGAP,Opposition,0
AGAP,Youth,0
AGAP,MM,0
AGAP,Timorese S,0
AGAP,MY,0
AGAP,Timorese C,0
AGAP,Muslims,0
AGAP,Timorese G,0
AGAP,PP,0
AGAP,Aitarak,0
AGAP,BMPM,0
AGAP,AIE,0
AGAP,PDR,0
AGAP,Separatists,0
AGAP,Mahidi,0
AGAP,JI,0
AGAP,Militia,0
AGAP,Gunmen,0
AGAP,KAK,0
AGAP,ME,0
AGAP,FPI,0
AGAP,Dayak,0
AGAP,Villagers,0
AGAP,Mujahedin K,0
AGAP,Laskar Jihad,0
AGAP,Extremists,0
AGAP,Mujahidin A,0
AGAP,JAT,0
AGAP,MIT,0
AGAP,WIM,0
AGAP,JAD,0
AGAP,CE,0
AGAP,PPI,0
AGAP,LT,0
AGAP,ISIL,0
AGAP,JIE,0
JAT,Ninjas,0
JAT,FRETILN,0
JAT,HKBP,0
JAT,ETE,0
JAT,ETY,0
JAT,GAM,0
JAT,PIE,0
JAT,OPM,1
JAT,FALINTIL,0
JAT,NCMR,0
JAT,Irianese,0
JAT,Mob,0
JAT,Opposition,0
JAT,Youth,0
JAT,MM,0
JAT,Timorese S,0
JAT,MY,0
JAT,Timorese C,0
JAT,Muslims,0
JAT,Timorese G,0
JAT,PP,0
JAT,Aitarak,0
JAT,BMPM,0
JAT,AIE,0
JAT,PDR,0
JAT,Separatists,0
JAT,Mahidi,0
JAT,JI,0
JAT,Militia,0
JAT,Gunmen,0
JAT,KAK,0
JAT,ME,1
JAT,FPI,0
JAT,Dayak,0
JAT,Villagers,0
JAT,Mujahedin K,0
JAT,Laskar Jihad,0
JAT,Extremists,0
JAT,Mujahidin A,0
JAT,AGAP,0
JAT,MIT,1
JAT,WIM,0
JAT,JAD,0
JAT,CE,0
JAT,PPI,0
JAT,LT,0
JAT,ISIL,0
JAT,JIE,0
MIT,Ninjas,0
MIT,FRETILN,0
MIT,HKBP,0
MIT,ETE,0
MIT,ETY,0
MIT,GAM,0
MIT,PIE,0
MIT,OPM,7
MIT,FALINTIL,0
MIT,NCMR,0
MIT,Irianese,0
MIT,Mob,0
MIT,Opposition,0
MIT,Youth,0
MIT,MM,0
MIT,Timorese S,0
MIT,MY,0
MIT,Timorese C,0
MIT,Muslims,0
MIT,Timorese G,0
MIT,PP,0
MIT,Aitarak,0
MIT,BMPM,0
MIT,AIE,0
MIT,PDR,0
MIT,Separatists,2
MIT,Mahidi,0
MIT,JI,0
MIT,Militia,0
MIT,Gunmen,0
MIT,KAK,0
MIT,ME,4
MIT,FPI,0
MIT,Dayak,0
MIT,Villagers,0
MIT,Mujahedin K,0
MIT,Laskar Jihad,0
MIT,Extremists,0
MIT,Mujahidin A,0
MIT,AGAP,0
MIT,JAT,1
MIT,WIM,1
MIT,JAD,2
MIT,CE,1
MIT,PPI,1
MIT,LT,1
MIT,ISIL,0
MIT,JIE,0
WIM,Ninjas,0
WIM,FRETILN,0
WIM,HKBP,0
WIM,ETE,0
WIM,ETY,0
WIM,GAM,0
WIM,PIE,0
WIM,OPM,1
WIM,FALINTIL,0
WIM,NCMR,0
WIM,Irianese,0
WIM,Mob,0
WIM,Opposition,0
WIM,Youth,0
WIM,MM,0
WIM,Timorese S,0
WIM,MY,0
WIM,Timorese C,0
WIM,Muslims,0
WIM,Timorese G,0
WIM,PP,0
WIM,Aitarak,0
WIM,BMPM,0
WIM,AIE,0
WIM,PDR,0
WIM,Separatists,0
WIM,Mahidi,0
WIM,JI,0
WIM,Militia,0
WIM,Gunmen,0
WIM,KAK,0
WIM,ME,0
WIM,FPI,0
WIM,Dayak,0
WIM,Villagers,0
WIM,Mujahedin K,0
WIM,Laskar Jihad,0
WIM,Extremists,0
WIM,Mujahidin A,0
WIM,AGAP,0
WIM,JAT,0
WIM,MIT,1
WIM,JAD,1
WIM,CE,0
WIM,PPI,0
WIM,LT,0
WIM,ISIL,0
WIM,JIE,0
JAD,Ninjas,0
JAD,FRETILN,0
JAD,HKBP,0
JAD,ETE,0
JAD,ETY,0
JAD,GAM,0
JAD,PIE,0
JAD,OPM,3
JAD,FALINTIL,0
JAD,NCMR,0
JAD,Irianese,0
JAD,Mob,0
JAD,Opposition,0
JAD,Youth,0
JAD,MM,0
JAD,Timorese S,0
JAD,MY,0
JAD,Timorese C,0
JAD,Muslims,0
JAD,Timorese G,0
JAD,PP,0
JAD,Aitarak,0
JAD,BMPM,0
JAD,AIE,0
JAD,PDR,0
JAD,Separatists,0
JAD,Mahidi,0
JAD,JI,0
JAD,Militia,0
JAD,Gunmen,0
JAD,KAK,0
JAD,ME,1
JAD,FPI,0
JAD,Dayak,0
JAD,Villagers,0
JAD,Mujahedin K,0
JAD,Laskar Jihad,0
JAD,Extremists,0
JAD,Mujahidin A,0
JAD,AGAP,0
JAD,JAT,0
JAD,MIT,2
JAD,WIM,1
JAD,CE,0
JAD,PPI,0
JAD,LT,1
JAD,ISIL,0
JAD,JIE,0
CE,Ninjas,0
CE,FRETILN,0
CE,HKBP,0
CE,ETE,0
CE,ETY,0
CE,GAM,0
CE,PIE,0
CE,OPM,1
CE,FALINTIL,0
CE,NCMR,0
CE,Irianese,0
CE,Mob,0
CE,Opposition,0
CE,Youth,0
CE,MM,0
CE,Timorese S,0
CE,MY,0
CE,Timorese C,0
CE,Muslims,0
CE,Timorese G,0
CE,PP,0
CE,Aitarak,0
CE,BMPM,0
CE,AIE,0
CE,PDR,0
CE,Separatists,0
CE,Mahidi,0
CE,JI,0
CE,Militia,0
CE,Gunmen,0
CE,KAK,0
CE,ME,1
CE,FPI,0
CE,Dayak,0
CE,Villagers,0
CE,Mujahedin K,0
CE,Laskar Jihad,0
CE,Extremists,0
CE,Mujahidin A,0
CE,AGAP,0
CE,JAT,0
CE,MIT,1
CE,WIM,0
CE,JAD,0
CE,PPI,0
CE,LT,0
CE,ISIL,0
CE,JIE,0
PPI,Ninjas,0
PPI,FRETILN,0
PPI,HKBP,0
PPI,ETE,0
PPI,ETY,0
PPI,GAM,0
PPI,PIE,0
PPI,OPM,0
PPI,FALINTIL,0
PPI,NCMR,0
PPI,Irianese,0
PPI,Mob,0
PPI,Opposition,0
PPI,Youth,0
PPI,MM,0
PPI,Timorese S,0
PPI,MY,0
PPI,Timorese C,0
PPI,Muslims,0
PPI,Timorese G,0
PPI,PP,0
PPI,Aitarak,0
PPI,BMPM,0
PPI,AIE,0
PPI,PDR,0
PPI,Separatists,1
PPI,Mahidi,0
PPI,JI,0
PPI,Militia,0
PPI,Gunmen,0
PPI,KAK,0
PPI,ME,0
PPI,FPI,0
PPI,Dayak,0
PPI,Villagers,0
PPI,Mujahedin K,0
PPI,Laskar Jihad,0
PPI,Extremists,0
PPI,Mujahidin A,0
PPI,AGAP,0
PPI,JAT,0
PPI,MIT,1
PPI,WIM,0
PPI,JAD,0
PPI,CE,0
PPI,LT,1
PPI,ISIL,0
PPI,JIE,0
LT,Ninjas,0
LT,FRETILN,0
LT,HKBP,0
LT,ETE,0
LT,ETY,0
LT,GAM,0
LT,PIE,0
LT,OPM,1
LT,FALINTIL,0
LT,NCMR,0
LT,Irianese,0
LT,Mob,0
LT,Opposition,0
LT,Youth,0
LT,MM,0
LT,Timorese S,0
LT,MY,0
LT,Timorese C,0
LT,Muslims,0
LT,Timorese G,0
LT,PP,0
LT,Aitarak,0
LT,BMPM,0
LT,AIE,0
LT,PDR,0
LT,Separatists,1
LT,Mahidi,0
LT,JI,0
LT,Militia,0
LT,Gunmen,0
LT,KAK,0
LT,ME,0
LT,FPI,0
LT,Dayak,0
LT,Villagers,0
LT,Mujahedin K,0
LT,Laskar Jihad,0
LT,Extremists,0
LT,Mujahidin A,0
LT,AGAP,0
LT,JAT,0
LT,MIT,1
LT,WIM,0
LT,JAD,1
LT,CE,0
LT,PPI,1
LT,ISIL,0
LT,JIE,0
ISIL,Ninjas,0
ISIL,FRETILN,0
ISIL,HKBP,0
ISIL,ETE,0
ISIL,ETY,0
ISIL,GAM,0
ISIL,PIE,0
ISIL,OPM,0
ISIL,FALINTIL,0
ISIL,NCMR,0
ISIL,Irianese,0
ISIL,Mob,0
ISIL,Opposition,0
ISIL,Youth,0
ISIL,MM,0
ISIL,Timorese S,0
ISIL,MY,0
ISIL,Timorese C,0
ISIL,Muslims,0
ISIL,Timorese G,0
ISIL,PP,0
ISIL,Aitarak,0
ISIL,BMPM,0
ISIL,AIE,0
ISIL,PDR,0
ISIL,Separatists,0
ISIL,Mahidi,0
ISIL,JI,0
ISIL,Militia,0
ISIL,Gunmen,0
ISIL,KAK,0
ISIL,ME,0
ISIL,FPI,0
ISIL,Dayak,0
ISIL,Villagers,0
ISIL,Mujahedin K,0
ISIL,Laskar Jihad,0
ISIL,Extremists,0
ISIL,Mujahidin A,0
ISIL,AGAP,0
ISIL,JAT,0
ISIL,MIT,0
ISIL,WIM,0
ISIL,JAD,0
ISIL,CE,0
ISIL,PPI,0
ISIL,LT,0
ISIL,JIE,1
JIE,Ninjas,0
JIE,FRETILN,0
JIE,HKBP,0
JIE,ETE,0
JIE,ETY,0
JIE,GAM,0
JIE,PIE,0
JIE,OPM,0
JIE,FALINTIL,0
JIE,NCMR,0
JIE,Irianese,0
JIE,Mob,0
JIE,Opposition,0
JIE,Youth,0
JIE,MM,0
JIE,Timorese S,0
JIE,MY,0
JIE,Timorese C,0
JIE,Muslims,0
JIE,Timorese G,0
JIE,PP,0
JIE,Aitarak,0
JIE,BMPM,0
JIE,AIE,0
JIE,PDR,0
JIE,Separatists,0
JIE,Mahidi,0
JIE,JI,0
JIE,Militia,0
JIE,Gunmen,0
JIE,KAK,0
JIE,ME,0
JIE,FPI,0
JIE,Dayak,0
JIE,Villagers,0
JIE,Mujahedin K,0
JIE,Laskar Jihad,0
JIE,Extremists,0
JIE,Mujahidin A,0
JIE,AGAP,0
JIE,JAT,0
JIE,MIT,0
JIE,WIM,0
JIE,JAD,0
JIE,CE,0
JIE,PPI,0
JIE,LT,0
JIE,ISIL,1
